name,ssn_solved,ssn_time,ssn_iters,ssn_status,ssn_obj,qpalm_solved,qpalm_time,qpalm_iters,qpalm_status,qpalm_obj,osqp_solved,osqp_time,osqp_iters,osqp_status,osqp_obj
AUG2D,1,0.2931998325511813,115,0,1687408.545724622,1,0.07990012504160404,16,1,1677451.6548751993,1,0.05180562473833561,50,1,1677511.3290552208
AUG2DC,1,0.1469787498936057,45,0,1818365.2913654998,1,0.0827939584851265,16,1,1808267.7914470825,1,0.05163041688501835,50,1,1808267.2039653806
AUG2DCQP,1,0.8308998746797442,245,0,6498127.072111276,1,0.2718310421332717,47,1,6487968.499224074,1,1.2674923343583941,1700,1,6488037.006966587
AUG2DQP,1,0.9663804173469543,247,0,6237005.908219872,1,0.32248341757804155,57,1,6227067.414828271,1,1.1051911246031523,1525,1,6227112.320279438
AUG3D,1,0.005885125137865543,8,0,554.0679743369687,1,0.010983416810631752,10,1,-782.433172613789,1,0.009873458184301853,50,1,-782.4322742195347
AUG3DC,1,0.005750792101025581,7,0,771.2624318014314,1,0.0156360836699605,16,1,-1165.2379103693238,1,0.009797332808375359,50,1,-1165.2375613543259
AUG3DCQP,1,0.04741800017654896,37,0,993.3602739476955,1,0.04170025046914816,35,1,-943.1378599380864,1,0.017162875272333622,100,1,-943.137988596528
AUG3DQP,1,0.06019079219549894,36,0,675.2363367643925,1,0.04554704111069441,35,1,-661.2623526416307,1,0.017271707765758038,100,1,-661.2623283874609
BOYD1,0,10.316429791040719,304,4,-56753218.23734474,1,3.1828487496823072,156,1,-61735218.69934834,0,10.00917029287666,2558,8,-61731973.86282122
BOYD2,0,40.99824449978769,13,4,24.051094708945833,0,10.006650959141552,607,-5,173.3540674192734,0,10.012213374488056,2850,8,2769315.896756791
CONT-050,1,0.2247884999960661,156,0,-4.563850049370797,1,0.027370499446988106,11,1,-4.56385048122636,1,0.4557674592360854,1775,1,-4.563851392513337
CONT-100,1,2.8317170003429055,411,0,-4.644372778159185,1,0.6568044573068619,33,1,-4.644415521097686,0,10.002241374924779,7387,8,-4.644493303973635
CONT-101,0,10.034299874678254,379,4,0.20263808622817125,1,3.2192154582589865,123,1,0.19529107611552288,0,10.001527874730527,6734,8,0.1957978372867215
CONT-200,1,7.2501825001090765,132,0,-4.6845133231072555,1,1.6481167078018188,15,1,-4.685169773951925,0,10.010054624639452,1253,8,-3.7247580185559785
CONT-201,0,13.348682916723192,63,4,-0.00047252190236750336,0,10.265429208055139,29,-5,-0.07138071843069861,0,10.009812250733376,1036,8,3.911003552908035
CONT-300,0,20.269836499355733,43,4,-0.0001003294459483583,0,10.1696762079373,8,-5,-0.06070086862580997,0,10.021904500201344,244,8,5.11122173307691
CVXQP1L,0,16.69567220751196,6,4,47438.185585838735,0,10.837462999857962,16,-5,54252316.16931424,0,10.003236874938011,1100,8,108681297.4576576
CVXQP1M,0,10.052401292137802,664,4,1063956.0409846732,1,0.14520029164850712,80,1,1087510.493655371,1,0.09520091582089663,625,1,1087511.554541954
CVXQP1S,1,0.04933387506753206,523,0,11590.717743408468,1,0.0011064168065786362,37,1,11590.718060485195,1,0.0021357927471399307,425,1,11590.717496574516
CVXQP2L,0,15.553089916706085,8,4,24621.841227888683,0,10.09605700057,21,-5,33086447.342805617,1,9.08659241721034,1650,1,81842458.26015085
CVXQP2M,0,10.005751832388341,4394,4,820155.431015774,1,0.09054641518741846,60,1,820155.4131144702,1,0.025093541480600834,175,1,820155.4302829508
CVXQP2S,1,0.028830417431890965,687,0,8120.931992909049,1,0.0008999994024634361,35,1,8120.940202582617,1,0.0005482081323862076,75,1,8120.9404799686345
CVXQP3L,0,11.36412579100579,4,4,5520.821409653813,0,10.059953750111163,14,-5,65474920.058356114,0,10.001982375048101,885,8,115671967.8637132
CVXQP3M,0,10.403567750006914,302,4,983038.5261402067,1,0.21870166715234518,113,1,1362828.3891311693,1,0.4734220402315259,3000,1,1362828.7028892862
CVXQP3S,1,0.23498687520623207,2044,0,11943.432202276235,1,0.0013643745332956314,39,1,11943.432069999924,1,0.0008098753169178963,100,1,11943.431057830818
DPKLO1,1,0.0022874586284160614,19,0,0.3700962127879024,1,0.002224166877567768,16,1,0.3700956934578646,1,0.0008891252800822258,50,1,0.37009621720634406
