name,ssn_solved,ssn_time,ssn_iters,ssn_status,ssn_obj,qpalm_solved,qpalm_time,qpalm_iters,qpalm_status,qpalm_obj,osqp_solved,osqp_time,osqp_iters,osqp_status,osqp_obj
AUG2D,1,0.38461737520992756,83,0,1687408.4206497604,1,0.07599791698157787,16,1,1677451.6548751993,1,0.050241874530911446,50,1,1677511.3290552208
AUG2DC,1,0.2861126670613885,37,0,1818366.0080810853,1,0.08637008257210255,16,1,1808267.7914470825,1,0.05005150008946657,50,1,1808267.2039653806
AUG2DCQP,1,1.6535045420750976,144,0,6498119.845377379,1,0.262339667417109,47,1,6487968.499224074,1,1.2713167499750853,1700,1,6488037.006966587
AUG2DQP,1,1.536323582753539,109,0,6237007.970203423,1,0.3175205420702696,57,1,6227067.414828271,1,1.1362923327833414,1525,1,6227112.320279438
AUG3D,1,0.010487041436135769,7,0,554.067376758423,1,0.011290750466287136,10,1,-782.433172613789,1,0.009666415862739086,50,1,-782.4322742195347
AUG3DC,1,0.011606374755501747,8,0,771.262222942139,1,0.01558945793658495,16,1,-1165.2379103693238,1,0.009550042450428009,50,1,-1165.2375613543259
AUG3DCQP,1,0.05056504160165787,41,0,993.3610359434169,1,0.040989041328430176,35,1,-943.1378599380864,1,0.01729283295571804,100,1,-943.137988596528
AUG3DQP,1,0.06105633359402418,31,0,675.2370110916299,1,0.04701254237443209,35,1,-661.2623526416307,1,0.01749258302152157,100,1,-661.2623283874609
BOYD1,0,60.0946990409866,3244,4,-61717389.93635547,1,3.206783875823021,156,1,-61735218.69934834,0,60.01290258299559,15458,8,-61734990.01146865
BOYD2,0,60.07159408275038,40,4,57.38819131109133,0,60.00891554169357,3977,-5,21.262862057447798,0,60.011627208441496,17342,8,350037.8456504542
CONT-050,1,0.34901591669768095,164,0,-4.563849677874458,1,0.026827332563698292,11,1,-4.56385048122636,1,0.45333604142069817,1775,1,-4.563851392513337
CONT-100,1,3.260314625687897,225,0,-4.644384288784045,1,0.6590576246380806,33,1,-4.644415521097686,1,11.628357333131135,8625,1,-4.644399705259209
CONT-101,1,9.838635375723243,407,0,0.1955883712411277,1,3.1412919592112303,123,1,0.19529107611552288,1,15.917140208184719,10925,1,0.19552935040573538
CONT-200,1,23.526220708154142,270,0,-4.684490237701642,1,1.6516402922570705,15,1,-4.685169773951925,0,60.00666941702366,7137,8,-3.1694749319714957
CONT-201,0,61.691577416844666,255,4,-0.028274322916633662,0,60.37206729222089,252,-5,0.11631954247156265,0,60.01046241726726,7159,8,1.808675251737645
CONT-300,0,61.577839916571975,114,4,-0.0005683352150035334,0,60.072100792080164,44,-5,-0.09973330847385739,0,60.02906775008887,2521,8,7.066167669873176
CVXQP1L,0,220.691739667207,3,4,3939.0198649249287,0,60.5657326662913,136,-5,108653798.55678344,1,56.210723500698805,8400,1,108704777.01418243
CVXQP1M,0,60.11822129134089,2902,4,1062491.2829809687,1,0.14234383404254913,80,1,1087510.493655371,1,0.09357700031250715,625,1,1087511.554541954
CVXQP1S,1,0.08368079178035259,440,0,11590.70399540603,1,0.0011168746277689934,37,1,11590.718060485195,1,0.0019459165632724762,425,1,11590.717496574516
CVXQP2L,0,103.48133066669106,4,4,9229.141182810188,1,40.165514416992664,113,1,81842458.0463713,1,9.04926566593349,1650,1,81842458.26015085
CVXQP2M,1,12.373302625492215,1041,0,820155.4310146901,1,0.08919595833867788,60,1,820155.4131144702,1,0.02511595841497183,175,1,820155.4302829508
CVXQP2S,1,0.029030000790953636,161,0,8120.933476881659,1,0.0008862921968102455,35,1,8120.940202582617,1,0.0005522081628441811,75,1,8120.9404799686345
CVXQP3L,0,311.9937687078491,3,4,5998.804978467974,0,60.87299625016749,98,-5,115458702.70602618,0,60.00757316686213,8025,2,115710655.60770686
CVXQP3M,0,60.075050749816,2206,4,1112990.1251563071,1,0.2168872496113181,113,1,1362828.3891311693,1,0.4693867499008775,3000,1,1362828.7028892862
CVXQP3S,1,1.8715377505868673,18217,0,11943.419971051373,1,0.001358875073492527,39,1,11943.432069999924,1,0.0008138343691825867,100,1,11943.431057830818
DPKLO1,1,0.001842709258198738,11,0,0.3700950424267834,1,0.0015400415286421776,16,1,0.3700956934578646,1,0.0009281672537326813,50,1,0.37009621720634406
DTOC3,1,6.8077214155346155,3286,0,235.24453742172435,1,0.2500047916546464,126,1,235.25594524888942,0,60.00166345760226,145353,2,235.26364842242847
DUAL1,1,0.011041790246963501,33,0,0.035012830193009284,1,0.00154216680675745,21,1,0.035012946828452435,1,0.0008262917399406433,50,1,0.0350129660096062
DUAL2,1,0.009596332907676697,33,0,0.033733654769944096,1,0.0011741667985916138,13,1,0.03373367841103344,1,0.0010036658495664597,50,1,0.03373367619184395
DUAL3,1,0.023728499189019203,42,0,0.1357557090472411,1,0.0016910005360841751,15,1,0.13575574835334817,1,0.0012740418314933777,50,1,0.13575583620789974
DUAL4,1,0.011325624771416187,70,0,0.7460895649953878,1,0.0007440419867634773,15,1,0.746090432363693,1,0.0007091248407959938,50,1,0.7460908274281847
DUALC1,1,0.006231999956071377,258,0,6023.239317964624,1,0.0005675824359059334,23,1,6138.272441608012,1,0.0034788334742188454,700,1,6155.206621109025
DUALC2,1,0.0025878744199872017,93,0,3551.3075998059985,1,0.00039399974048137665,15,1,3550.8232574552844,1,0.0015625832602381706,275,1,3551.3114210176377
DUALC5,1,0.004198666661977768,160,0,427.23165089659864,1,0.0003287922590970993,8,1,426.5879814024128,1,0.0007326677441596985,75,1,427.2323132275329
DUALC8,1,0.037725833244621754,820,0,18307.737909690008,1,0.0008580833673477173,16,1,18304.442542577093,1,0.0011997083202004433,75,1,18309.355283092387
EXDATA,0,61.852393166162074,132,4,-140.93637558340384,1,5.558336541987956,260,1,-141.84343218931332,1,3.5361500419676304,1150,1,-141.84342941699765
GENHS28,1,0.00015904288738965988,7,0,0.9271736231760888,1,8.729193359613419e-05,6,1,0.9271741307488796,1,0.00019295793026685715,50,1,0.9271736946246533
GOULDQP2,1,0.031183583661913872,221,0,0.00018815063082183172,1,0.007112832739949226,39,1,0.00018426838465668575,1,0.03896975051611662,2175,1,0.00018427067682943185
GOULDQP3,1,0.01684299949556589,37,0,2.062786923990643,1,0.00646891538053751,33,1,-29647.83721752834,1,0.0014836667105555534,50,1,-29647.837216027085
HS118,1,0.0006224578246474266,76,0,664.8204545142394,1,0.00016979221254587173,31,1,664.8204414358344,1,0.00046908389776945114,675,1,664.8204396149034
HS21,1,7.479172199964523e-05,7,0,-99.95999999884258,1,4.6875327825546265e-05,7,1,0.03999999995026208,1,0.00015633367002010345,75,1,0.03999996951412155
HS268,1,0.00047012511640787125,96,0,-1.5403202269226313e-07,1,4.170835018157959e-05,7,1,-14462.99960512596,1,0.00020683277398347855,200,1,-14462.99981913051
HS35,1,9.641610085964203e-05,6,0,0.11111054471800941,1,4.0500424802303314e-05,7,1,-8.888888905998193,1,0.00015112478286027908,50,1,-8.888888888869706
HS35MOD,1,0.0002544168382883072,23,0,0.2499987474280001,1,3.1917355954647064e-05,5,1,-8.749997346908247,1,0.00013750046491622925,50,1,-8.750000000693987
HS51,1,8.733291178941727e-05,8,0,-5.003053120233858e-06,1,3.812462091445923e-05,1,1,-5.999999999999967,1,0.00015670806169509888,50,1,-6.000000000000002
HS52,1,9.26656648516655e-05,11,0,5.326637859436418,1,3.7124380469322205e-05,6,1,-0.6733533767373755,1,0.00014429166913032532,50,1,-0.673352435524134
HS53,1,9.50424000620842e-05,10,0,4.093021283513059,1,8.05836170911789e-05,6,1,-1.9069769803178196,1,0.00016129016876220703,25,1,-1.906974138520308
HS76,1,0.00022337492555379868,26,0,-4.681818341861372,1,5.391612648963928e-05,11,1,-4.6818181901781415,1,0.00014575012028217316,50,1,-4.681817614451218
HUES-MOD,0,60.00489800050855,82475,4,34824463.873344794,1,0.02427737507969141,20,1,34824463.77527447,0,0.11117891687899828,500,3,1e+30
HUESTIS,1,0.03476424980908632,28,0,348244624851.4596,1,0.04115699976682663,44,1,348244638718.7173,0,0.02206191699951887,75,3,1e+30
KSIP,1,0.03467675019055605,162,0,0.5757966458180424,1,0.0052575403824448586,31,1,0.575797289323914,1,0.39788966719061136,15625,1,0.575796617447379
LASER,1,0.04408937506377697,45,0,2409601.31861098,1,0.020150584168732166,68,1,2409601.325399873,1,0.004818832501769066,125,1,2409601.0912937336
LISWET1,1,0.9575373344123363,331,0,25.002710047401706,1,4.280636791139841,1708,1,-2500.1553386984506,0,60.00120124965906,189215,2,-2500.4068021456224
LISWET10,1,0.7878568340092897,242,0,25.00182469004085,1,0.5974349593743682,209,1,-2500.9475559784087,1,23.659785082563758,74300,1,-2500.9480493386327
LISWET11,1,0.7786122085526586,253,0,24.999239243164084,1,0.420074500143528,147,1,-2500.749545531532,1,27.70287995878607,87325,1,-2500.7506182186744
