table,choice,nc,n_display,alpha2,y_lower,y_upper,u_lower,u_upper,ssn_status,ssn_solved,pmm_iter,ssn_iter,pmm_tol_achieved,ssn_time,ssn_obj,qpalm_status,qpalm_solved,qpalm_iter,qpalm_inner_iter,qpalm_tol_achieved,qpalm_time,qpalm_obj,osqp_status,osqp_solved,osqp_iter,osqp_tol_achieved,osqp_time,osqp_obj
convdiff_both,convdiff,6,8450,0.1,0.0,0.2,-0.75,0.75,0,1,5,20,3.3655389129336336e-07,5.632940458,0.008017487602041835,1,1,6,26,4.1466620636287087e-07,0.6119537899999999,0.008017492079988316,,,,,,
convdiff_both,convdiff,6,8450,0.01,0.0,0.5,-2.0,2.0,0,1,10,133,1.4087450994192058e-07,22.365685333000002,0.0035817238360322627,1,1,6,71,6.895834754084377e-07,0.566260332,0.003581709902841136,,,,,,
convdiff_both,convdiff,6,8450,0.001,0.0,0.5,-3.0,3.0,0,1,11,218,1.6443889490844405e-07,41.115654000999996,0.0015923905028485813,1,1,7,143,3.5835135203665658e-06,0.770434999,0.0015923046212250602,,,,,,
convdiff_both,convdiff,6,8450,0.0001,0.0,0.75,-5.0,5.0,0,1,9,137,3.1085931970652345e-07,24.148386584,0.00021703341118698566,1,1,4,55,4.156137008992644e-06,0.251158374,0.00023146587423188494,,,,,,
convdiff_both,convdiff,6,8450,1e-05,0.0,0.75,-6.0,6.0,0,1,6,75,1.5022548391523034e-07,14.640511834,0.0001422911526752814,1,1,4,27,3.969356823230186e-06,0.16705899899999999,0.00016055151597615253,,,,,,
convdiff_both,convdiff,7,33282,0.1,0.0,0.2,-0.75,0.75,0,1,5,33,3.722532495734955e-07,113.262857542,0.008056764895703998,1,1,6,37,7.895324870277332e-07,11.239199581,0.008056720748962735,,,,,,
convdiff_both,convdiff,7,33282,0.01,0.0,0.5,-2.0,2.0,4,0,10,273,0.0058255020620464806,631.1508715,0.0035849487015232537,1,1,7,214,2.0390669809300377e-06,11.728719373999999,0.0036049389539512203,,,,,,
convdiff_both,convdiff,7,33282,0.001,0.0,0.5,-3.0,3.0,4,0,9,284,0.01058161058557676,631.107129333,0.0018851055812306849,1,1,9,382,3.1641321284192614e-06,21.981757916,0.0016121578942914772,,,,,,
convdiff_both,convdiff,7,33282,0.0001,0.0,0.75,-5.0,5.0,4,0,11,265,0.005500661396589457,623.444673792,0.0002349239418137361,1,1,6,120,4.927638872498363e-06,10.51221604,0.00024134114688768513,,,,,,
convdiff_both,convdiff,7,33282,1e-05,0.0,0.75,-6.0,6.0,0,1,9,118,1.2679757830834104e-07,352.570824,0.00015404629105891451,1,1,6,43,4.0011881666801585e-06,8.801026083,0.00017264453324810497,,,,,,
